Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
108,510,no,no,0,238.3,135,36.41,292.9,97,0.85,316.6,64,4.44,18.2,5,2.05,6,1
123,510,no,yes,46,193.4,123,47.1,49.1,142,11.47,321.6,51,4.53,6.4,7,3.87,2,0
171,408,yes,no,11,197.3,61,51.68,105.4,4,7.39,92.5,33,2.15,2.2,17,2.11,4,0
237,408,no,yes,36,257.5,75,30.1,351.8,146,18.2,283.2,44,8.26,17.3,5,0.34,1,0
21,415,no,no,49,94.5,122,28.93,18.7,136,29.56,73.7,128,1.63,6.6,8,1.97,7,0
151,408,yes,no,19,123.5,89,36.67,126.7,156,15.53,36.8,99,4.59,4.7,15,4.43,3,0
107,408,no,no,1,305.1,28,43.02,30.7,100,12.77,226.9,51,8.21,9.7,10,0.04,0,0
80,408,no,yes,35,108.1,101,21.01,309.9,146,11.05,358.9,66,16.28,2.9,1,4.48,3,1
47,510,no,yes,14,191.2,100,29.77,255.2,45,23.55,14.0,97,16.38,5.9,16,3.28,7,0
117,415,no,no,37,245.9,109,34.52,290.5,103,2.16,326.5,75,12.64,7.7,12,4.98,8,0
124,415,no,yes,21,350.0,108,58.31,191.4,79,28.79,200.1,55,6.62,5.5,6,4.58,0,0
143,415,no,no,43,152.4,28,34.68,129.9,117,12.54,340.1,108,14.71,9.0,9,4.34,5,1
25,415,no,no,49,149.8,58,13.23,0.8,4,9.41,333.2,49,14.88,7.7,12,0.19,3,0
36,408,yes,yes,31,294.9,142,34.69,100.9,160,29.22,345.7,100,15.47,15.5,9,1.4,7,1
203,408,no,yes,19,281.9,69,48.35,186.8,54,28.08,303.7,118,10.88,18.4,3,1.87,0,0
51,510,no,no,35,255.9,95,50.59,241.2,18,19.26,333.0,152,3.43,2.0,10,3.5,4,1
15,415,no,yes,32,162.1,43,47.21,83.1,144,0.56,69.5,139,1.55,16.5,8,3.24,0,0
68,408,no,yes,14,113.4,163,52.4,50.4,87,22.46,120.0,114,15.55,18.6,15,0.86,3,0
21,408,no,no,49,213.1,83,19.75,73.2,116,10.07,95.8,72,0.94,13.7,16,3.68,1,0
141,510,no,no,45,306.7,120,29.95,128.5,169,11.65,293.3,55,5.03,19.9,4,0.78,8,1
214,510,no,no,2,309.3,56,46.0,53.9,149,4.76,60.7,49,8.28,6.7,4,2.28,1,1
19,510,no,yes,28,38.0,116,15.6,56.9,38,15.7,72.0,155,0.37,16.6,5,2.89,3,0
34,408,no,no,46,149.9,63,21.92,15.9,124,22.34,347.2,2,15.42,13.5,1,4.35,2,0
78,408,no,no,26,162.7,98,49.04,311.0,26,8.19,278.8,165,4.88,6.5,13,3.16,0,0
125,510,no,no,4,342.2,37,45.44,79.8,75,28.16,345.8,63,0.48,14.1,10,4.77,0,0
196,415,no,no,30,237.3,144,57.3,298.4,126,5.84,55.0,53,16.89,10.2,18,4.97,1,0
240,510,no,no,21,142.5,26,58.76,159.1,155,1.99,157.6,35,5.29,3.8,10,2.54,7,0
117,510,no,no,34,9.1,16,14.2,229.6,166,19.33,111.8,171,14.91,3.5,19,0.26,1,0
52,510,no,yes,6,197.9,62,53.13,27.5,121,25.48,3.8,43,7.71,14.3,5,0.14,0,0
238,510,no,no,5,33.6,10,5.58,211.8,145,28.59,112.4,118,11.27,14.2,12,4.28,5,1
27,408,no,no,25,292.1,63,41.88,105.3,86,23.02,149.9,92,4.1,10.6,18,2.5,0,0
157,415,no,no,0,263.4,38,12.99,34.6,149,5.99,36.4,140,8.55,10.0,2,1.83,8,0
239,510,no,yes,18,161.2,129,17.72,329.7,67,29.33,223.8,171,4.38,3.6,15,1.42,5,0
156,415,no,yes,6,150.2,114,55.83,219.1,10,27.58,151.4,131,16.17,8.6,8,1.41,5,1
35,415,no,no,35,314.1,156,15.53,87.7,81,4.9,18.4,69,1.04,17.4,2,0.36,0,0
136,415,no,no,11,101.0,44,39.72,152.3,63,16.76,278.1,101,4.67,17.1,18,1.51,6,0
144,510,no,no,19,87.2,87,10.51,129.6,118,16.67,288.1,10,15.18,13.2,14,3.22,2,0
106,408,no,yes,22,328.7,79,5.51,254.3,84,13.28,329.6,109,8.16,19.9,12,1.93,0,0
164,510,no,yes,24,283.2,158,20.02,220.5,56,29.53,191.8,60,10.2,17.9,16,4.74,8,1
158,415,yes,no,29,287.2,8,36.83,7.2,162,1.79,382.6,167,11.08,2.9,7,3.34,7,1
146,415,no,no,28,68.3,154,14.63,71.8,36,18.82,361.1,131,1.21,8.0,13,4.32,3,0
2,408,no,no,30,50.2,104,17.71,173.6,120,6.16,217.8,154,0.3,2.6,8,0.57,2,0
177,510,no,no,17,9.1,124,41.82,161.7,29,15.82,175.8,15,15.94,9.3,2,2.25,1,0
77,415,no,no,40,83.0,77,6.06,187.6,144,23.39,1.2,6,4.62,15.5,8,0.21,1,0
132,408,yes,no,18,271.0,44,26.37,259.5,160,7.4,280.8,10,6.47,3.1,11,4.48,2,0
90,415,no,no,3,84.0,107,55.56,247.6,143,11.8,223.2,63,11.6,17.6,14,0.73,0,0
89,408,no,no,0,255.2,149,23.42,135.3,142,28.52,370.3,127,4.02,11.4,16,4.03,6,1
94,408,yes,no,40,88.2,98,25.62,318.6,140,22.84,234.7,5,12.46,15.0,8,4.62,1,0
203,510,no,yes,14,138.4,160,43.55,22.8,2,17.18,392.2,119,7.79,0.9,7,2.21,5,1
7,415,no,no,7,344.1,26,45.96,212.2,23,6.66,337.3,47,14.56,1.9,5,1.95,5,0
95,510,no,yes,14,85.7,39,45.41,344.7,150,12.76,376.7,68,4.74,12.4,8,3.0,3,0
108,415,no,no,14,131.7,25,58.87,199.3,58,23.22,129.4,120,3.46,16.8,14,3.7,3,0
74,510,no,no,49,105.4,82,4.22,165.2,54,24.62,59.0,5,14.14,17.5,17,3.23,0,0
39,415,no,yes,38,38.4,25,57.95,48.6,64,7.34,314.8,84,5.55,13.8,10,0.01,5,1
141,510,no,no,21,171.5,69,56.06,294.1,159,19.86,310.5,109,7.0,4.0,13,3.93,7,0
159,408,no,yes,17,132.5,66,50.28,135.7,59,2.85,83.5,27,13.49,3.9,12,0.74,3,0
71,415,no,no,15,243.2,5,26.79,254.6,157,0.7,302.1,108,10.8,17.6,12,2.25,0,1
191,415,no,no,1,286.2,27,51.38,71.7,65,16.46,229.9,132,7.51,2.3,12,1.41,3,1
56,408,no,yes,35,190.5,12,13.03,15.2,145,6.73,43.3,80,4.25,13.7,15,4.64,1,0
241,510,no,no,19,11.3,62,46.71,110.9,58,2.37,198.2,100,12.99,10.7,11,2.51,3,0
170,415,no,yes,15,216.6,12,10.93,102.2,52,21.89,367.8,57,3.07,8.4,17,2.61,7,0
189,415,no,yes,2,19.4,128,48.11,317.1,63,14.94,200.1,23,15.78,8.8,11,0.38,2,0
42,510,no,no,29,215.7,39,36.26,313.9,120,23.89,311.5,158,2.56,18.9,4,4.49,4,1
184,408,yes,no,1,239.8,164,5.78,193.8,118,19.92,11.4,168,13.68,17.2,16,1.2,1,0
36,510,no,yes,34,69.2,30,52.82,6.9,29,21.89,287.6,67,7.21,17.3,0,2.07,8,0
84,510,no,no,25,286.8,16,34.1,82.9,17,9.22,374.0,106,3.16,8.1,12,4.93,2,0
196,510,no,no,4,318.9,136,38.72,232.0,4,7.9,197.3,173,6.84,2.1,9,0.57,0,1
118,415,yes,no,1,284.6,108,16.73,36.8,68,18.03,133.4,9,3.77,20.0,2,3.59,6,1
7,408,no,yes,50,106.8,63,51.43,254.3,135,6.0,255.4,164,2.31,2.9,5,1.3,4,1
54,408,no,no,19,205.3,56,32.17,4.3,136,24.46,361.9,148,4.07,10.3,15,2.1,8,0
129,510,no,no,33,320.2,140,24.85,247.8,159,15.69,69.8,20,14.75,5.3,0,2.09,2,1
172,415,no,no,33,112.2,164,31.52,306.6,119,6.81,159.5,123,1.8,10.2,18,4.66,0,0
120,510,no,no,19,287.0,141,41.5,170.3,141,18.76,61.7,112,16.53,6.1,7,0.05,6,1
173,415,yes,no,49,3.3,24,41.01,301.0,140,28.35,196.2,96,0.08,17.9,8,1.84,7,0
106,415,no,yes,24,1.3,121,21.1,283.7,17,2.46,213.5,137,11.19,19.4,19,4.26,1,0
47,415,no,no,19,265.9,77,22.73,243.7,67,3.28,373.0,81,14.56,8.2,6,4.55,1,0
123,415,no,no,24,266.5,56,33.17,161.6,113,25.32,162.9,96,15.88,1.4,10,1.56,8,0
141,408,no,no,13,276.1,70,54.54,98.7,21,3.29,223.9,92,2.45,13.3,7,1.21,3,0
119,415,no,no,46,325.5,87,43.98,312.5,19,1.18,349.7,94,11.87,7.5,10,2.31,0,0
150,415,no,no,43,41.3,112,23.03,235.4,142,10.44,127.0,23,1.82,19.7,13,3.73,8,1
118,510,no,no,42,81.2,99,19.88,289.7,6,14.0,266.3,123,5.99,1.8,13,0.77,8,0
21,510,no,no,42,316.3,46,30.89,200.4,97,17.08,299.1,139,12.44,2.4,3,3.92,5,1
214,408,no,yes,38,62.0,115,51.33,62.4,104,15.22,130.6,147,5.88,14.0,19,2.56,5,1
220,510,no,no,11,238.8,130,0.51,355.5,29,27.4,64.9,135,5.33,15.2,8,0.7,8,0
137,415,no,no,47,185.7,89,41.92,66.3,4,23.06,198.6,77,1.97,9.4,7,3.36,1,0
26,510,yes,no,4,29.1,110,17.38,330.8,128,29.51,140.9,132,1.13,5.5,14,3.14,8,1
9,408,no,no,1,99.8,89,12.3,75.6,158,14.29,105.3,53,1.96,6.2,19,3.11,3,0
15,510,no,no,15,182.1,128,0.72,135.7,19,2.53,384.5,35,14.88,6.8,5,3.77,3,0
10,510,no,no,29,298.3,138,52.9,159.8,82,28.67,198.4,111,0.19,4.5,15,0.91,8,0
216,408,no,no,46,247.6,134,53.82,334.5,63,0.12,338.3,165,11.78,17.0,15,3.49,6,0
122,408,no,no,42,217.7,11,3.62,322.4,117,23.28,77.2,130,13.07,1.3,13,4.44,4,0
121,415,yes,no,37,173.6,105,30.79,298.8,28,0.94,371.1,163,9.65,8.1,14,2.65,7,1
125,510,no,no,44,104.5,121,9.0,136.7,101,22.84,313.8,21,12.42,15.0,11,2.43,0,0
170,415,no,yes,50,41.7,52,44.76,1.6,137,28.14,319.4,7,11.09,0.1,17,3.99,6,1
72,510,no,yes,41,143.2,159,39.26,247.4,156,11.68,154.0,125,7.74,17.6,10,0.73,3,0
152,510,yes,no,23,10.0,99,17.53,149.2,30,7.23,191.8,77,6.51,14.1,6,1.7,1,1
208,415,no,yes,50,73.9,36,6.9,274.8,74,6.79,234.4,6,16.0,1.5,5,4.27,1,0
49,510,no,no,29,151.4,118,49.04,288.5,29,14.75,312.0,67,16.52,17.9,2,2.5,8,1
154,510,no,yes,36,146.5,58,39.78,159.6,152,5.13,335.4,61,11.07,9.7,8,4.2,5,0
91,510,no,no,38,15.5,53,0.4,271.6,79,20.19,30.8,146,3.35,13.0,14,1.26,3,0
37,408,no,yes,10,206.2,145,37.04,304.9,57,11.05,357.1,106,7.61,17.6,1,1.95,1,0
68,415,no,no,13,192.4,0,47.81,337.0,56,9.69,370.3,174,8.44,17.6,3,4.12,6,0
50,408,no,no,22,27.3,148,34.86,211.4,86,13.84,234.2,23,12.89,8.2,1,0.82,8,1
152,415,no,no,15,330.1,27,25.06,282.6,122,16.28,73.8,133,11.35,4.8,5,4.47,1,0
19,415,no,no,49,34.8,111,34.45,179.5,96,4.26,323.3,135,8.75,5.1,11,1.55,3,0
100,510,no,no,20,299.2,15,36.56,15.1,114,21.23,216.7,152,11.57,15.3,6,4.86,0,0
60,415,no,no,3,0.1,27,37.76,56.3,36,26.49,322.8,88,0.41,18.6,8,4.14,0,0
167,408,no,yes,32,308.8,149,57.06,46.5,57,8.34,321.8,106,13.2,1.4,5,2.28,2,0
202,408,no,no,46,6.9,111,10.54,62.4,27,5.41,34.3,40,3.6,0.3,4,3.71,0,0
89,408,no,no,13,265.2,128,36.76,3.7,154,22.82,239.8,109,11.16,16.5,3,2.78,3,0
146,415,no,no,18,126.6,115,11.09,311.7,36,5.51,190.8,130,1.94,7.7,9,4.27,5,1
147,408,no,yes,4,258.4,97,12.39,203.3,5,1.24,373.7,8,1.95,5.5,19,2.59,4,1
164,415,no,no,35,140.6,69,39.49,139.1,61,18.58,117.2,81,0.61,3.8,3,4.94,8,0
202,408,no,yes,30,24.8,91,54.04,148.7,32,7.19,81.4,93,15.47,6.9,4,0.67,1,0
225,408,yes,no,44,268.6,2,9.38,168.2,88,5.15,354.3,132,10.28,19.4,16,3.38,1,1
183,415,no,no,17,24.9,80,56.79,26.8,77,29.45,58.7,115,6.15,19.5,17,1.23,2,0
242,408,no,yes,43,322.7,43,18.84,99.7,39,8.76,271.2,159,13.39,6.6,2,0.96,3,0
69,510,no,no,30,17.8,154,23.09,309.1,168,27.1,118.5,26,10.64,19.3,12,2.04,8,0
175,415,no,no,29,167.8,23,9.07,270.0,118,5.35,224.3,151,10.54,6.0,0,1.84,5,1
49,415,no,no,20,253.1,147,36.33,204.5,41,24.57,243.4,165,8.28,17.1,18,0.23,8,1
227,415,no,yes,46,137.6,159,35.19,174.5,136,15.06,164.9,143,0.13,4.2,1,2.14,4,1
108,510,yes,no,29,76.0,98,26.09,94.0,17,2.36,385.1,142,4.39,16.5,3,4.76,8,1
226,415,no,yes,40,265.7,140,28.09,171.1,14,22.01,52.1,24,1.85,7.1,15,2.33,8,1
161,408,no,no,3,274.5,111,36.76,217.0,131,26.76,154.6,3,11.26,3.9,15,1.51,0,0
119,408,no,no,4,322.9,147,34.43,258.7,33,4.89,170.0,31,4.23,18.7,16,4.75,8,1
149,408,no,no,40,131.7,122,22.08,60.5,61,21.77,249.3,172,7.65,4.3,11,2.53,6,0
209,415,no,yes,44,177.2,111,52.16,295.2,37,13.35,160.9,34,6.01,19.8,1,1.44,7,0
150,408,no,no,9,127.1,129,39.39,125.5,70,22.62,38.3,29,2.43,2.2,9,3.91,2,0
176,415,no,yes,26,90.0,67,12.12,182.7,22,21.42,374.2,102,16.29,0.2,5,1.12,0,0
37,408,no,no,15,262.9,90,18.87,220.7,125,0.8,164.4,111,15.87,17.4,11,1.24,3,0
143,510,no,yes,29,118.9,59,46.48,177.2,19,5.36,135.4,48,1.44,11.7,11,1.62,0,1
163,510,yes,no,12,149.9,131,6.17,207.6,52,14.13,176.5,93,14.07,8.4,16,1.97,0,0
220,510,no,yes,35,141.3,123,44.26,40.5,129,28.01,85.6,82,8.3,1.6,17,2.91,3,0
199,510,no,yes,20,249.4,95,21.17,156.9,20,10.26,39.6,129,13.15,11.5,3,2.58,7,1
160,415,no,yes,44,321.2,144,32.55,101.8,75,18.87,58.7,164,2.57,7.9,2,3.72,0,0
11,408,yes,no,39,233.4,128,16.55,31.2,41,0.36,65.8,28,2.25,9.7,16,3.59,8,0
138,510,no,yes,44,165.1,32,58.2,69.6,56,21.33,78.1,157,15.14,12.6,8,0.23,5,1
201,415,no,no,14,272.7,29,53.44,218.7,121,18.09,165.9,117,15.26,12.8,11,0.67,4,1
78,510,no,no,19,224.3,4,54.78,71.4,90,21.46,246.4,21,7.92,19.2,6,1.08,8,0
77,510,no,no,19,21.2,117,10.9,65.7,111,27.14,248.4,101,14.79,13.1,15,2.99,8,1
185,415,no,no,44,33.5,139,49.66,200.7,9,4.39,0.0,18,11.35,6.8,7,4.48,8,1
153,415,no,yes,4,13.3,159,31.59,328.4,71,7.85,363.8,66,3.15,6.6,2,1.62,2,0
2,408,yes,no,31,159.9,37,41.76,286.3,60,29.87,325.0,85,5.59,9.5,12,4.82,7,1
64,408,no,yes,5,289.0,16,12.83,328.5,20,4.69,380.8,17,2.31,5.2,19,0.86,3,1
35,510,no,no,29,109.6,108,42.01,211.6,120,21.62,142.2,108,13.16,7.5,8,4.62,3,0
7,510,no,yes,25,134.5,39,53.94,148.8,85,21.75,262.6,112,16.75,16.8,8,4.01,6,0
85,408,no,no,36,318.3,151,15.78,264.9,140,20.49,66.4,132,9.29,17.2,3,1.95,7,0
146,408,no,no,12,292.9,139,13.77,94.9,47,6.82,322.7,138,11.15,12.6,13,1.03,3,1
67,415,no,no,28,232.8,110,6.16,28.3,167,6.45,63.7,57,12.68,11.7,17,1.96,5,0
42,408,yes,yes,4,93.4,127,15.74,125.1,8,19.99,128.8,17,3.81,8.5,0,1.07,0,0
118,408,no,no,24,41.0,94,31.61,108.6,112,5.59,193.9,71,5.71,12.7,18,2.81,1,0
125,510,no,yes,12,5.6,146,49.13,245.2,119,19.85,234.8,92,7.01,16.1,1,2.87,4,0
167,408,no,no,23,37.5,28,16.45,200.1,39,14.78,221.1,149,10.11,14.8,4,3.84,3,0
169,510,no,no,30,102.4,144,36.65,50.2,75,11.6,40.3,55,14.46,0.7,13,2.64,2,1
241,408,no,no,19,193.1,72,28.3,329.8,63,9.01,166.6,22,4.32,14.6,8,1.73,5,0
203,415,no,no,7,22.4,20,17.03,215.4,93,28.43,364.5,15,8.01,14.4,19,4.56,5,1
231,408,no,no,8,47.7,59,30.11,166.1,69,15.24,344.6,43,12.78,2.0,19,0.39,7,1
24,408,no,no,20,63.4,97,9.91,340.2,63,16.84,233.4,71,1.49,3.0,14,4.04,1,0
188,408,no,no,50,221.2,74,37.74,35.3,24,28.48,226.1,13,8.72,15.8,19,2.05,6,1
46,510,yes,no,19,215.5,118,6.82,286.6,155,19.62,44.1,136,2.45,11.2,0,0.91,6,1
19,415,no,no,14,192.8,147,43.13,132.4,137,28.74,79.1,74,9.17,16.4,18,0.6,1,0
68,408,no,yes,25,87.7,112,10.49,252.4,155,3.19,99.8,107,13.05,3.7,3,1.1,5,1
218,510,no,no,41,129.9,113,58.89,337.9,35,25.4,192.8,143,4.03,0.6,13,0.61,4,1
102,415,no,no,10,33.8,102,48.6,187.9,138,10.06,288.9,140,14.44,3.2,0,2.29,1,0
42,510,no,yes,36,79.3,79,20.29,8.2,20,24.31,182.0,35,5.69,9.1,4,1.75,8,1
32,510,no,no,40,314.2,62,25.15,10.5,153,25.67,49.8,43,3.24,10.5,9,1.78,7,1
167,415,no,no,10,342.9,56,15.29,120.0,145,8.14,173.5,99,7.91,17.2,8,0.78,6,1
109,408,no,yes,26,226.7,28,45.26,283.7,67,12.26,64.2,80,14.89,14.3,16,3.3,5,0
238,510,yes,no,29,320.9,128,22.46,104.6,40,21.78,296.7,13,1.17,19.8,13,3.04,4,1
36,510,no,no,18,225.0,123,44.56,121.4,14,2.97,65.8,92,5.57,1.6,6,4.91,8,0
232,408,no,no,33,11.6,58,1.09,284.8,22,22.67,190.6,16,11.1,2.6,17,0.84,4,0
229,408,no,no,37,348.9,85,8.0,42.2,168,3.31,273.9,96,6.08,1.7,9,4.17,5,0
97,415,no,no,22,34.6,70,21.53,307.4,133,27.43,90.1,125,1.2,10.8,3,0.17,2,0
164,415,no,yes,0,238.9,88,6.43,96.5,111,8.29,30.0,53,5.64,5.3,13,0.37,8,0
131,415,no,no,2,88.5,97,35.47,18.6,51,17.27,222.5,125,13.96,13.7,2,3.24,7,1
73,408,no,no,2,137.2,43,3.0,42.6,136,3.51,21.4,129,16.46,2.7,10,2.03,8,0
136,510,no,no,27,226.1,115,50.73,345.8,114,8.08,232.2,144,0.68,2.1,9,1.15,0,0
97,510,no,no,13,152.8,74,44.92,163.8,157,12.12,297.6,22,9.68,9.2,7,0.01,0,0
123,415,no,no,29,87.7,142,12.76,93.1,43,14.61,130.1,128,1.79,7.5,8,3.32,1,0
70,408,no,no,4,117.1,162,28.54,189.2,155,0.0,192.9,11,11.57,16.6,5,2.2,3,1
169,510,no,no,48,119.5,22,26.66,247.7,7,26.66,366.9,140,0.13,16.8,13,0.85,4,1
231,415,no,no,14,335.8,44,42.77,115.7,98,0.23,186.1,11,0.25,2.3,8,4.86,6,0
196,510,no,no,37,279.5,91,23.69,263.3,50,23.21,393.6,56,13.21,16.2,13,1.75,3,1
13,510,no,no,13,160.5,12,1.94,91.6,98,14.12,62.0,85,1.27,11.3,7,1.52,0,0
49,408,no,no,13,69.9,33,16.15,40.8,120,15.72,280.0,17,5.19,10.1,5,2.55,7,1
60,408,no,yes,48,283.9,69,27.51,199.5,89,6.25,257.8,102,16.29,1.9,5,1.39,2,1
130,510,no,no,7,55.0,107,57.5,54.9,29,18.22,344.6,82,16.75,14.8,1,1.36,8,1
188,415,no,no,7,73.7,132,51.99,341.4,138,16.12,36.5,93,2.74,1.2,4,4.83,1,0
5,408,no,no,18,128.1,125,10.7,0.2,147,4.93,110.7,142,9.54,5.6,2,1.31,0,0
172,510,yes,no,31,308.1,20,42.67,274.3,30,7.14,52.2,166,9.51,1.9,10,3.03,7,1
27,408,no,no,30,46.1,155,55.27,101.4,161,2.01,368.6,77,7.69,10.6,6,0.19,2,0
160,408,no,yes,28,42.8,130,0.52,307.1,139,1.99,168.5,72,15.72,12.9,8,0.77,0,0
149,408,no,no,40,172.9,22,42.54,21.8,155,0.41,359.5,160,12.82,17.8,12,0.11,2,0
8,510,no,no,10,96.7,18,27.1,345.9,66,6.61,116.3,132,13.0,14.7,15,2.67,7,0
230,415,no,yes,44,199.1,49,40.13,36.8,116,20.39,49.9,87,4.58,19.2,11,2.46,3,0
200,415,no,yes,12,158.1,19,35.73,286.0,169,9.49,117.1,7,7.38,15.2,7,1.65,6,0
50,415,no,no,26,152.2,115,58.1,187.8,4,10.28,235.9,146,8.29,6.0,13,3.5,7,0
67,408,no,no,18,39.2,91,17.04,156.2,76,3.96,333.9,11,5.08,11.0,13,3.13,6,1
44,510,no,no,25,49.4,92,46.38,101.7,11,17.26,152.2,71,1.61,9.2,4,3.0,0,0
125,408,no,no,50,287.4,82,13.84,305.4,58,10.26,361.3,135,2.15,11.3,9,1.68,3,0
58,415,no,no,36,310.1,52,25.7,72.5,64,20.29,96.5,54,3.07,11.4,13,1.64,8,0
3,415,no,no,47,82.1,122,57.55,261.8,51,22.24,273.9,121,3.46,14.0,16,4.37,6,0
86,510,no,no,8,39.7,84,45.2,161.8,42,17.54,290.6,92,4.12,1.7,3,2.72,0,0
70,408,no,yes,27,18.7,81,18.63,362.5,82,8.28,108.2,161,4.34,14.9,14,1.36,7,0
130,415,no,no,31,212.9,8,36.54,221.9,92,15.26,10.7,81,7.75,2.9,10,2.72,3,0
215,510,no,no,2,250.4,3,2.93,37.8,62,7.56,144.3,46,8.66,0.5,8,1.33,6,1
172,408,no,no,50,130.5,24,15.72,152.3,110,27.09,17.9,107,5.25,10.4,14,0.93,5,0
2,408,no,no,31,237.9,33,42.39,24.1,49,22.99,355.8,34,15.42,11.6,19,1.41,6,0
102,415,yes,no,4,249.5,72,33.64,103.7,111,14.79,376.6,159,9.4,0.7,1,3.14,0,1
209,415,no,yes,7,327.4,136,27.71,124.6,38,28.96,290.5,105,13.39,10.3,0,2.58,5,1
35,408,no,yes,13,22.7,81,40.76,309.7,169,16.4,287.0,133,15.71,10.7,19,0.82,2,1
98,408,no,yes,2,67.3,140,23.51,304.2,79,9.86,95.2,136,2.77,1.0,16,4.54,3,0
215,415,no,yes,23,24.0,136,1.54,4.2,16,2.86,29.2,39,7.27,14.2,3,2.49,0,0
30,408,no,no,12,303.8,3,26.02,193.2,42,16.31,316.8,95,7.36,4.2,4,3.97,7,0
116,415,no,yes,42,277.4,161,53.23,81.1,48,25.81,220.9,153,6.03,15.9,4,1.65,1,1
8,408,yes,yes,28,201.1,6,50.54,116.2,4,26.0,269.2,81,0.15,6.2,13,4.79,2,0
150,415,no,no,7,29.3,14,24.13,7.9,128,18.14,308.0,36,13.87,9.6,0,3.76,6,0
44,510,no,no,50,95.7,37,1.31,272.2,66,11.8,161.7,139,1.9,17.8,1,2.27,1,0
186,415,no,yes,41,104.2,90,37.54,345.1,111,19.51,57.1,165,16.92,16.1,9,4.51,3,0
36,415,no,no,30,196.3,51,43.73,79.6,23,22.86,314.0,15,13.14,15.6,4,3.59,6,0
197,510,no,no,25,90.3,80,17.36,124.1,28,12.35,179.2,23,9.86,3.2,8,2.15,2,0
77,408,no,yes,17,25.5,99,28.12,74.9,142,14.29,326.6,144,2.63,1.0,12,4.87,1,0
221,510,no,yes,17,255.8,6,58.52,337.6,131,20.42,172.9,114,8.76,12.1,12,1.49,7,1
31,415,no,no,6,104.7,106,34.0,3.4,43,26.3,85.7,94,4.44,8.2,8,1.28,1,0
47,408,no,no,47,158.3,44,20.71,211.9,64,23.73,67.5,3,4.29,18.2,13,4.47,6,1
55,510,no,no,37,44.7,58,37.02,316.1,119,0.67,293.8,49,14.1,7.0,16,3.54,2,0
208,408,no,yes,47,280.9,121,10.62,67.6,125,3.73,227.1,107,6.47,8.2,2,1.73,3,0
106,408,yes,no,15,197.9,20,11.76,214.2,30,25.58,159.8,101,7.66,10.5,17,1.16,5,0
190,510,no,no,32,315.6,155,54.57,18.4,147,25.01,194.4,130,14.33,15.9,11,0.89,2,0
158,408,no,yes,50,173.4,2,14.11,295.7,9,11.66,217.1,7,1.49,5.4,8,1.57,0,0
121,510,no,no,2,329.5,141,18.34,99.6,10,17.53,94.6,11,10.11,18.8,15,0.63,7,1
55,415,yes,no,37,312.2,1,32.08,358.9,81,27.18,149.4,162,9.83,10.8,12,0.73,3,1
144,408,yes,no,3,201.8,28,53.08,334.7,155,27.35,115.5,65,7.23,16.8,17,3.88,0,0
12,415,no,no,35,326.9,145,46.11,265.9,165,23.49,153.4,92,14.11,10.5,11,0.32,1,0
145,415,no,no,3,113.1,36,2.58,180.4,23,6.29,197.7,160,16.03,15.4,1,2.2,5,0
144,408,no,no,41,128.0,44,40.89,278.3,38,21.91,68.5,113,7.91,1.0,18,2.02,0,0
140,510,no,no,8,15.9,151,29.74,47.4,118,3.03,155.4,17,7.75,16.0,0,4.8,8,0
136,408,no,yes,39,206.2,119,28.06,112.6,75,26.82,152.3,103,8.54,10.5,5,2.33,6,1
212,415,no,no,50,252.7,45,40.8,9.8,49,4.47,113.0,85,12.29,9.0,17,0.8,7,1
3,415,yes,yes,16,270.7,139,11.58,234.1,6,19.87,394.4,92,11.36,2.2,2,0.44,7,1
144,510,no,yes,16,52.4,52,57.91,292.4,99,18.31,29.1,44,3.79,14.8,5,3.66,5,1
30,408,no,no,32,155.5,44,38.07,343.5,80,23.31,254.0,142,1.09,2.6,3,0.74,7,0
237,415,yes,no,19,61.9,31,21.57,249.2,67,16.55,68.9,142,16.14,3.8,16,4.69,6,1
23,415,no,no,13,231.7,17,35.41,265.7,36,1.79,331.6,44,4.44,2.5,17,2.8,0,0
92,415,no,no,21,55.3,12,12.77,325.1,82,21.18,361.1,99,10.86,0.1,6,2.01,2,0
115,510,no,yes,26,316.5,131,37.4,339.9,53,11.49,158.6,61,14.08,13.2,1,3.42,8,0
104,415,no,no,42,80.7,22,1.66,178.3,89,9.61,325.3,83,5.1,5.4,14,0.99,7,1
118,415,yes,no,2,102.0,61,20.13,39.9,30,29.75,98.7,171,10.8,3.0,16,1.91,4,1
5,408,yes,no,23,297.8,53,44.1,169.3,99,17.71,55.3,19,1.83,6.4,5,0.17,0,0
212,408,no,no,29,160.5,68,47.67,201.9,92,21.32,124.8,166,16.49,10.0,7,4.39,1,0
104,415,no,no,7,8.4,13,14.92,229.3,88,15.79,135.0,38,0.99,10.1,7,2.13,8,1
108,415,no,no,21,173.1,97,31.83,359.1,122,23.1,157.0,128,7.45,7.3,6,3.79,7,1
65,408,no,no,24,29.6,27,31.18,333.1,117,22.56,147.3,107,9.13,9.9,3,4.58,8,0
121,510,no,yes,9,344.9,94,24.87,143.9,46,19.71,162.4,66,13.44,8.5,19,3.26,1,0
30,510,no,no,48,205.8,70,13.48,41.2,145,29.93,280.5,46,2.06,16.5,4,1.88,2,0
